dataset	leaf_size	metric	eps	min_samples	nmi
triangle1	50	manhattan	0.2	3	0.31895739529485045
elly0_d3_c25	50	manhattan	0.2	3	0.3861523668729022
elly2_d4_c2	50	manhattan	0.2	3	0.0001729098700750163
elly2_d4_c12	50	manhattan	0.2	3	0.4892270419849947
elly-2d10c13s	50	manhattan	0.2	3	0.03142546767499382
elly2_d4_c5	50	manhattan	0.2	3	0.42305521364801635
elly0_d4_c30	50	manhattan	0.2	3	0.4779002572435074
elly0_d3_c15	50	manhattan	0.2	3	0.2512244510309193
cure-t1-500n-3D-6S	50	manhattan	0.2	3	0.7810294780117132
2d-5c-no2	50	manhattan	0.2	3	0.13406096700642453
elliptical_10_2	50	manhattan	0.2	3	0.05567469126344965
2sp2glob	50	manhattan	0.2	3	0.6900213902956945
cure-t2-500n-4D-2S	50	manhattan	0.2	3	0.7570354822940131
cure-t2-500n-4D-5S	50	manhattan	0.2	3	0.7400768931920652
zoo	50	manhattan	0.2	3	0.393489746917091
long2	50	manhattan	0.2	3	0.9382794195775904
elly0_d3_c35	50	manhattan	0.2	3	0.3634526445703908
cure-t1-500n-5D-6S	50	manhattan	0.2	3	0.7317343024865477
elly1_d4_c25	50	manhattan	0.2	3	0.5713272215049907
2d-12c-no0	50	manhattan	0.2	3	0.4244608991196619
elly2_d4_c30	50	manhattan	0.2	3	0.43715255019284827
cure-t1-500n-5D-3S	50	manhattan	0.2	3	0.7232565823677694
cure-t2-500n-4D-6S	50	manhattan	0.2	3	0.7441012261110032
elly1_d4_c5	50	manhattan	0.2	3	0.5689678357144983
smile2	50	manhattan	0.2	3	0.770359838368528
cure-t1-500n-3D-1S	50	manhattan	0.2	3	0.8008356210081428
2d-10c-no2	50	manhattan	0.2	3	0.3395381961331475
cassini	50	manhattan	0.2	3	1.0
cure-t1-500n-5D-4S	50	manhattan	0.2	3	0.7274861130667307
2d-30c-no0	50	manhattan	0.2	3	0.5729906439080785
square4	50	manhattan	0.2	3	0.142777562327511
elly0_d3_c30	50	manhattan	0.2	3	0.3493457962303603
impossible	50	manhattan	0.2	3	0.7004781591709607
disk-4500n	50	manhattan	0.2	3	0.15724134384892666
cure-t2-500n-5D-4S	50	manhattan	0.2	3	0.6875878000273672
cure-t2-500n-3D-3S	50	manhattan	0.2	3	0.801372546544178
elly2_d2_c7	50	manhattan	0.2	3	0.010198554195765897
cure-t0-500n-3D-4S	50	manhattan	0.2	3	1.0
diamond9	50	manhattan	0.2	3	0.001332204571061429
elly2_d3_c12	50	manhattan	0.2	3	0.23990349783744536
sizes2	50	manhattan	0.2	3	0.1210253345765114
elly1_d4_c40	50	manhattan	0.2	3	0.5234166693842077
cure-t0-2000n-2D	50	manhattan	0.2	3	1.0
elly2_d2_c15	50	manhattan	0.2	3	0.0260662435216506
disk-4000n	50	manhattan	0.2	3	0.10260452855365658
3d-25c-no1	50	manhattan	0.2	3	0.0070857952757538215
2d-7c-no2	50	manhattan	0.2	3	0.3574564561158983
3d-25c-no0	50	manhattan	0.2	3	0.004491244421056611
3d-30c-no1	50	manhattan	0.2	3	0.008465266794844838
sizes5	50	manhattan	0.2	3	0.07695561243449561
cure-t2-500n-4D-4S	50	manhattan	0.2	3	0.7156051062396213
elly0_d4_c12	50	manhattan	0.2	3	0.31138769103518915
elly2_d3_c7	50	manhattan	0.2	3	0.4998598205711319
zelnik4	50	manhattan	0.2	3	1.0
cure-t2-500n-2D-1S	50	manhattan	0.2	3	0.8194648438114366
elly2_d3_c10	50	manhattan	0.2	3	0.2744063793746193
elly2_d2_c35	50	manhattan	0.2	3	0.04974033046886718
square3	50	manhattan	0.2	3	0.14319484538156393
3d-40c-no1	50	manhattan	0.2	3	0.014771520757568487
elly2_d2_c17	50	manhattan	0.2	3	0.00983482494959253
elly1_d3_c12	50	manhattan	0.2	3	0.28595366614642176
cure-t1-500n-5D-2S	50	manhattan	0.2	3	0.7189234821745426
elly2_d4_c10	50	manhattan	0.2	4	0.7201491050282729
chainlink	50	manhattan	0.2	4	1.0
elly0_d2_c12	50	manhattan	0.2	4	0.032905791500437875
elly1_d3_c25	50	manhattan	0.2	4	0.3857481996421333
threenorm	50	manhattan	0.2	4	0.18303490891331947
cure-t2-500n-5D-3S	50	manhattan	0.2	4	0.6971458584074663
engytime	50	manhattan	0.2	4	0.030953191295552577
elly2_d3_c30	50	manhattan	0.2	4	0.3734397557814481
elly2_d2_c5	50	manhattan	0.2	4	0.023923628571102275
elly1_d4_c12	50	manhattan	0.2	4	0.33645833047444546
cure-t0-500n-5D-5S	50	manhattan	0.2	4	1.0
disk-5000n	50	manhattan	0.2	4	0.09525547459288383
d31	50	manhattan	0.2	4	0.32263325162164086
elly1_d4_c20	50	manhattan	0.2	4	0.5331552164238325
cure-t2-500n-3D-4S	50	manhattan	0.2	4	0.8243676063151908
elly1_d3_c17	50	manhattan	0.2	4	0.204825100477304
2d-7c-no0	50	manhattan	0.2	4	0.17080282759850327
cure-t1-500n-4D-1S	50	manhattan	0.2	4	0.7825695227446784
cure-t1-500n-4D-4S	50	manhattan	0.2	4	0.7620569348819642
elly0_d2_c2	50	manhattan	0.2	4	0.06675180393588274
cure-t1-500n-4D-6S	50	manhattan	0.2	4	0.7609961205705787
elly2_d3_c25	50	manhattan	0.2	4	0.43199703014730445
rings	50	manhattan	0.2	4	0.2693414646485375
sizes4	50	manhattan	0.2	4	0.04950873421929952
blobs	50	manhattan	0.2	4	0.42884520484563204
elly2_d2_c40	50	manhattan	0.2	4	0.04198776692090074
elly0_d4_c10	50	manhattan	0.2	4	0.5808058760510774
2d-4c-no9	50	manhattan	0.2	4	0.4042821440732527
2d-25c-no0	50	manhattan	0.2	4	0.4494137294796044
cure-t0-500n-5D-6S	50	manhattan	0.2	4	1.0
cure-t2-500n-4D-7S	50	manhattan	0.2	4	0.7423244162676139
cure-t0-500n-4D-5S	50	manhattan	0.2	4	1.0
elly1_d3_c10	50	manhattan	0.2	4	0.36702847096001107
wingnut	50	manhattan	0.2	4	0.6007325588400242
elly2_d4_c7	50	manhattan	0.2	4	0.3531154864878536
cure-t2-500n-4D-1S	50	manhattan	0.2	4	0.7281534038643188
hepta	50	manhattan	0.2	4	0.3580961558117161
elly2_d2_c10	50	manhattan	0.2	4	0.0063743906279576145
elly1_d2_c35	50	manhattan	0.2	4	0.170677235443196
cure-t2-4k	50	manhattan	0.2	4	0.8653637859837049
elly1_d4_c10	50	manhattan	0.2	4	0.4805046455834052
2d-4c	50	manhattan	0.2	4	0.3970808293248764
elly1_d3_c5	50	manhattan	0.2	4	0.7450955665057991
elly1_d4_c7	50	manhattan	0.2	4	0.4102478255601558
2d-10c	50	manhattan	0.2	4	0.4287495660083068
cure-t0-500n-3D-5S	50	manhattan	0.2	4	1.0
cure-t1-500n-3D-7S	50	manhattan	0.2	4	0.808194718941594
spiral	50	manhattan	0.2	4	0.4248782355544063
cure-t0-500n-4D-3S	50	manhattan	0.2	4	1.0
cure-t1-500n-5D-7S	50	manhattan	0.2	4	0.7233014589852506
cure-t1-500n-4D-2S	50	manhattan	0.2	4	0.7846497750472579
ds577	50	manhattan	0.2	4	0.6164282424117921
spiralsquare	50	manhattan	0.2	4	0.3754449681703763
elly1_d4_c15	50	manhattan	0.2	4	0.4699949233331455
elly0_d2_c15	50	manhattan	0.2	4	0.02428380749440318
2d-12c-no1	50	manhattan	0.2	4	0.3564389030247568
xor	50	manhattan	0.2	4	0.2155893117603571
cure-t2-500n-5D-6S	50	manhattan	0.2	4	0.7142425627233084
cure-t1-500n-5D-1S	50	manhattan	0.2	4	0.7190750101892834
elly2_d3_c17	50	manhattan	0.2	4	0.2586457072202331
cure-t2-500n-3D-2S	50	manhattan	0.2	4	0.8100499072491707
cure-t1-500n-4D-7S	50	manhattan	0.2	4	0.7931481234452273
2dnormals	50	manhattan	0.2	4	0.17285711864687564
elly2_d2_c30	50	manhattan	0.2	4	0.11548643317050257
elly2_d4_c17	50	manhattan	0.2	4	0.5572110540996537
elly1_d2_c30	50	manhattan	0.2	4	0.17445252987716314
cure-t0-500n-2D-1S	50	manhattan	0.2	4	1.0
elly1_d3_c15	50	manhattan	0.2	4	0.2591860320295446
disk-4600n	50	manhattan	0.2	4	0.03334085969285117
smile1	50	manhattan	0.2	4	0.8571428571428571
elly1_d2_c15	50	manhattan	0.2	4	0.014827223805158319
2d-40c-no2	50	manhattan	0.2	4	0.6734111169050458
cure-t2-500n-3D-1S	50	manhattan	0.2	4	0.8185095683599564
2d-12c-no2	50	manhattan	0.2	4	0.2605204366529911
cure-t0-500n-5D-1S	50	manhattan	0.2	4	1.0
elly0_d2_c17	50	manhattan	0.2	4	0.03433511787183453
2d-20c-no0	50	manhattan	0.2	4	0.43746777125277203
cure-t1-500n-2D-1S	50	manhattan	0.2	4	0.8984749672361141
smile3	50	manhattan	0.2	4	0.7422681661181728
elly1_d3_c20	50	manhattan	0.2	4	0.36621522501743586
elly2_d4_c35	50	manhattan	0.2	4	0.37886310036177756
cure-t2-500n-3D-7S	50	manhattan	0.2	4	0.7969934215882398
st900	50	manhattan	0.2	4	0.4905780565449318
elly2_d2_c20	50	manhattan	0.2	4	0.17987223249740963
cure-t0-500n-5D-2S	50	manhattan	0.2	4	1.0
elly1_d2_c7	50	manhattan	0.2	4	0.03750226228876578
elly2_d3_c15	50	manhattan	0.2	4	0.27751566809571016
elly1_d4_c17	50	manhattan	0.2	4	0.513550903812379
elly0_d3_c7	50	manhattan	0.2	4	0.32022657442604685
disk-t0-500n-1s	50	manhattan	0.2	4	0.02854088377543664
elly0_d3_c20	50	manhattan	0.2	4	0.4078667901194
2d-2c-no1	50	manhattan	0.2	4	0.08348078989424304
ds2c2sc13	50	manhattan	0.2	4	0.43076444504029565
elly1_d4_c30	50	manhattan	0.2	4	0.5374491550845855
2d-15c-no1	50	manhattan	0.2	4	0.3004818572386626
cure-t0-500n-3D-2S	50	manhattan	0.2	4	1.0
elly0_d2_c40	50	manhattan	0.2	4	0.11787797475232019
cure-t2-500n-5D-7S	50	manhattan	0.2	4	0.7181934572311227
elly2_d4_c40	50	manhattan	0.2	4	0.39499617784809016
elly0_d2_c7	50	manhattan	0.2	4	0.13372258809706397
2d-3c-no123	50	manhattan	0.2	4	0.737175659588131
cure-t2-500n-5D-5S	50	manhattan	0.2	4	0.7138858593622508
2d-10c-no0	50	manhattan	0.2	4	0.3431925512390051
disk-3000n	50	manhattan	0.2	4	0.12586301680227063
2d-5c-no0	50	manhattan	0.2	4	0.12339521821487472
elly0_d4_c5	50	manhattan	0.2	4	0.42698430847466046
elly0_d3_c10	50	manhattan	0.2	4	0.3025856956554999
cure-t2-500n-5D-1S	50	manhattan	0.2	4	0.7251685926334916
twenty	50	manhattan	0.2	4	0.35313411939293626
cure-t1-500n-4D-5S	50	manhattan	0.2	4	0.7937522797394392
2d-4c-no4	50	manhattan	0.2	4	0.37483960551249823
elly0_d4_c2	50	manhattan	0.2	4	0.19227731388456543
cure-t0-500n-3D-1S	50	manhattan	0.2	4	1.0
2d-40c-no0	50	manhattan	0.2	4	0.593460713486543
cure-t0-500n-4D-2S	50	manhattan	0.2	4	1.0
cure-t1-500n-4D-3S	50	manhattan	0.2	4	0.7657398298734044
zelnik2	50	manhattan	0.2	4	0.1077286614235137
elly1_d4_c2	50	manhattan	0.2	4	0.6091567671495282
elly1_d3_c30	50	manhattan	0.2	4	0.323666138619111
cure-t0-500n-4D-6S	50	manhattan	0.2	4	1.0
elly0_d4_c20	50	manhattan	0.2	4	0.4516087810043795
sizes3	50	manhattan	0.2	4	0.048449326641501866
2d-40c-no1	50	manhattan	0.2	4	0.6427001452096381
long1	50	manhattan	0.2	4	0.9177999675900131
DS-850	50	manhattan	0.2	4	0.7830031072577863
lsun	50	manhattan	0.2	4	0.4829268387440563
gaussians1	50	manhattan	0.2	4	1.0
cure-t0-500n-3D-3S	50	manhattan	0.2	4	1.0
ecoli	50	manhattan	0.2	4	0.4092955590185152
long3	50	manhattan	0.2	4	0.8390279090398192
2d-20c-no2	50	manhattan	0.2	4	0.39800350164058684
cure-t0-500n-5D-7S	50	manhattan	0.2	4	1.0
cuboids	50	manhattan	0.2	4	1.0
elly1_d3_c40	50	manhattan	0.2	4	0.33294292966832434
elly1_d2_c2	50	manhattan	0.2	4	0.8772099818598422
square1	50	manhattan	0.2	4	0.024673033409709222
elly0_d4_c15	50	manhattan	0.2	4	0.25336296567627337
cure-t1-500n-3D-2S	50	manhattan	0.2	4	0.8153036499575239
3MC	50	manhattan	0.2	4	0.35413709538215943
cure-t0-500n-4D-1S	50	manhattan	0.2	4	1.0
elly2_d3_c35	50	manhattan	0.2	4	0.37823510326530463
2d-15c-no0	50	manhattan	0.2	4	0.3523153419549415
elly0_d4_c7	50	manhattan	0.2	4	0.5257743250969981
elly0_d2_c35	50	manhattan	0.2	4	0.13355132055530625
2d-5c-no1	50	manhattan	0.2	4	0.08618095429310862
elly0_d3_c40	50	manhattan	0.2	4	0.3121543904068572
cure-t1-500n-3D-4S	50	manhattan	0.2	4	0.8053688938104187
tae	50	manhattan	0.2	4	0.03699094396901766
elly0_d4_c25	50	manhattan	0.2	4	0.4242771470711866
cure-t0-500n-4D-7S	50	manhattan	0.2	4	1.0
dense-disk-5000	50	manhattan	0.2	4	0.1308111153174815
elly2_d4_c20	50	manhattan	0.2	4	0.3666690224383808
2d-15c-no2	50	manhattan	0.2	4	0.2960728494574539
elly1_d2_c17	50	manhattan	0.2	4	0.04945495979320016
elly1_d2_c25	50	manhattan	0.2	4	0.1411771042752882
cure-t0-500n-5D-3S	50	manhattan	0.2	4	1.0
cure-t1-500n-3D-5S	50	manhattan	0.2	4	0.8352950740167207
pmf	50	manhattan	0.2	4	0.03943134356239098
elly0_d2_c25	50	manhattan	0.2	4	0.1757162676690445
simplex	50	manhattan	0.2	4	0.9906664006764734
elly1_d4_c35	50	manhattan	0.2	4	0.5398984567169779
2d-25c-no2	50	manhattan	0.2	4	0.44461880728231373
elly2_d3_c5	50	manhattan	0.2	4	0.6240030103485106
DS-577	50	manhattan	0.2	4	0.6164282424117921
cure-t2-500n-5D-2S	50	manhattan	0.2	4	0.7140867561059235
elly2_d4_c25	50	manhattan	0.2	4	0.3757471924203138
elly1_d3_c7	50	manhattan	0.2	4	0.5063131333769725
target	50	manhattan	0.2	4	0.5419463732687256
fourty	50	manhattan	0.2	4	0.17070801477191372
elly0_d2_c5	50	manhattan	0.2	4	0.21755940713443225
cure-t2-500n-4D-3S	50	manhattan	0.2	4	0.7097906974709185
cure-t1-500n-5D-5S	50	manhattan	0.2	4	0.7407034469964305
2d-10c-no1	50	manhattan	0.2	4	0.14253910356976332
aml28	50	manhattan	0.2	4	0.12474871996102802
elly1_d2_c10	50	manhattan	0.2	4	0.0315201285262022
spherical_6_2	50	manhattan	0.2	4	0.050194279284401316
elly0_d2_c30	50	manhattan	0.2	4	0.1583737475382995
cure-t1-500n-3D-3S	50	manhattan	0.2	4	0.8065027781588847
elly0_d2_c20	50	manhattan	0.2	4	0.18619440492059733
elly0_d4_c17	50	manhattan	0.2	4	0.25382243197506843
disk-1000n	50	manhattan	0.2	4	0.03299283277791024
elly0_d3_c12	50	manhattan	0.2	4	0.13075324798540353
elly0_d4_c40	50	manhattan	0.2	4	0.41735446396413634
elly0_d4_c35	50	manhattan	0.2	4	0.41437569971125404
elly0_d3_c5	50	manhattan	0.2	4	0.4242540315882003
elly0_d3_c17	50	manhattan	0.2	4	0.23678044157090977
triangle2	50	manhattan	0.2	4	0.02459644364688021
shapes	50	manhattan	0.2	4	0.9547698725724258
cure-t0-500n-5D-4S	50	manhattan	0.2	4	1.0
elly1_d2_c12	50	manhattan	0.2	4	0.020403679822238813
elly2_d2_c25	50	manhattan	0.2	4	0.24825040606509238
sizes1	50	manhattan	0.2	4	0.03704744337219629
square5	50	manhattan	0.2	4	0.023054575017141934
2d-25c-no1	50	manhattan	0.2	4	0.5534470157026811
cure-t2-500n-3D-5S	50	manhattan	0.2	4	0.8403062836600641
cure-t0-500n-4D-4S	50	manhattan	0.2	4	1.0
elly1_d2_c20	50	manhattan	0.2	4	0.2419851072327287
cure-t2-500n-3D-6S	50	manhattan	0.2	4	0.7683682817888725
elly1_d2_c5	50	manhattan	0.2	4	0.3213346753177057
square2	50	manhattan	0.2	4	0.024673033409709222
elly2_d3_c40	50	manhattan	0.2	4	0.3849204813015737
elly0_d2_c10	50	manhattan	0.2	4	0.03967008148720486
dense-disk-3000	50	manhattan	0.2	4	0.08052156998931008
2d-30c-no2	50	manhattan	0.2	4	0.4054224448239253
longsquare	50	manhattan	0.2	4	0.05630180904243193
ds850	50	manhattan	0.2	4	0.7830031072577863
2d-30c-no1	50	manhattan	0.2	4	0.5292014997972493
elly2_d3_c2	50	manhattan	0.2	4	0.8198662861623506
cure-t0-500n-3D-7S	50	manhattan	0.2	4	1.0
cure-t1-2000n-2D	50	manhattan	0.2	4	0.9029696147297869
hypercube	50	manhattan	0.2	4	0.9631378286600394
elly1_d3_c35	50	manhattan	0.2	4	0.32338725863625745
R15	50	manhattan	0.2	4	0.6385470110822803
elly1_d2_c40	50	manhattan	0.2	4	0.16953157764279975
elly2_d4_c15	50	manhattan	0.2	4	0.42778643344734724
elly2_d2_c12	50	manhattan	0.2	4	0.00321611405140049
cure-t0-500n-3D-6S	50	manhattan	0.2	4	1.0
elly1_d3_c2	50	manhattan	0.2	4	0.7823109473537078
elly2_d3_c20	50	manhattan	0.2	4	0.4609457085953056
elly0_d3_c2	50	manhattan	0.2	4	0.7823640270602835
2d-20c-no1	50	manhattan	0.2	4	0.33459835278530065
2d-7c-no1	50	manhattan	0.2	4	0.29759681601481525
triangle1	50	manhattan	0.2	4	0.25672632519582106
elly0_d3_c25	50	manhattan	0.2	4	0.354120437149893
elly2_d4_c2	50	manhattan	0.2	4	0.00076836464992864
elly2_d4_c12	50	manhattan	0.2	4	0.47431823785774563
elly-2d10c13s	50	manhattan	0.2	4	0.02914070866642512
elly2_d4_c5	50	manhattan	0.2	4	0.41704160434355014
elly0_d4_c30	50	manhattan	0.2	4	0.4544657149586226
elly0_d3_c15	50	manhattan	0.2	4	0.24081539008658082
cure-t1-500n-3D-6S	50	manhattan	0.2	4	0.8012657649170352
2d-5c-no2	50	manhattan	0.2	4	0.06451616954622068
elliptical_10_2	50	manhattan	0.2	4	0.015394084502674982
2sp2glob	50	manhattan	0.2	4	0.39573203399208057
cure-t2-500n-4D-2S	50	manhattan	0.2	4	0.7393432700458001
cure-t2-500n-4D-5S	50	manhattan	0.2	4	0.7106820950069261
zoo	50	manhattan	0.2	4	0.27598402213373463
long2	50	manhattan	0.2	4	0.9137237595989367
elly0_d3_c35	50	manhattan	0.2	4	0.34673479006932173
cure-t1-500n-5D-6S	50	manhattan	0.2	4	0.7358305779172453
elly1_d4_c25	50	manhattan	0.2	4	0.5350626515512945
2d-12c-no0	50	manhattan	0.2	4	0.3615195037951487
elly2_d4_c30	50	manhattan	0.2	4	0.3919814305872183
cure-t1-500n-5D-3S	50	manhattan	0.2	4	0.7232565823677694
cure-t2-500n-4D-6S	50	manhattan	0.2	4	0.7263668190460638
elly1_d4_c5	50	manhattan	0.2	4	0.5743549602110717
smile2	50	manhattan	0.2	4	0.770359838368528
cure-t1-500n-3D-1S	50	manhattan	0.2	4	0.7802738117006013
2d-10c-no2	50	manhattan	0.2	4	0.2880643617715784
cassini	50	manhattan	0.2	4	1.0
cure-t1-500n-5D-4S	50	manhattan	0.2	4	0.7325534472081747
2d-30c-no0	50	manhattan	0.2	4	0.49869541398217243
square4	50	manhattan	0.2	4	0.024673033409709222
elly0_d3_c30	50	manhattan	0.2	4	0.34411188976082363
impossible	50	manhattan	0.2	4	0.6063470494908961
disk-4500n	50	manhattan	0.2	4	0.15376083285278053
cure-t2-500n-5D-4S	50	manhattan	0.2	4	0.6999514501691378
cure-t2-500n-3D-3S	50	manhattan	0.2	4	0.8006401436118843
elly2_d2_c7	50	manhattan	0.2	4	0.01919531250602325
cure-t0-500n-3D-4S	50	manhattan	0.2	4	1.0
diamond9	50	manhattan	0.2	4	0.001332204571061429
elly2_d3_c12	50	manhattan	0.2	4	0.41380017055221235
sizes2	50	manhattan	0.2	4	0.04745514810593771
elly1_d4_c40	50	manhattan	0.2	4	0.5180689511457982
cure-t0-2000n-2D	50	manhattan	0.2	4	1.0
elly2_d2_c15	50	manhattan	0.2	4	0.03271877169509389
disk-4000n	50	manhattan	0.2	4	0.08908999855866193
2d-7c-no2	50	manhattan	0.2	4	0.27179013870690744
sizes5	50	manhattan	0.2	4	0.049799921447092534
cure-t2-500n-4D-4S	50	manhattan	0.2	4	0.6924296764065551
elly0_d4_c12	50	manhattan	0.2	4	0.2939269541613521
elly2_d3_c7	50	manhattan	0.2	4	0.4914286304774538
zelnik4	50	manhattan	0.2	4	1.0
cure-t2-500n-2D-1S	50	manhattan	0.2	4	0.8338519371740758
elly2_d3_c10	50	manhattan	0.2	4	0.25940676869543694
elly2_d2_c35	50	manhattan	0.2	4	0.05162564034446894
square3	50	manhattan	0.2	4	0.024673033409709222
elly2_d2_c17	50	manhattan	0.2	4	0.01117328700607411
elly1_d3_c12	50	manhattan	0.2	4	0.30294110702876603
cure-t1-500n-5D-2S	50	manhattan	0.2	4	0.7223779457567933
3d-15c-no1	50	manhattan	0.3	2	0.09581515292270108
elly2_d4_c10	50	manhattan	0.3	2	0.18327229792233868
chainlink	50	manhattan	0.3	2	1.0
elly0_d2_c12	50	manhattan	0.3	2	0.004680092823296715
elly1_d3_c25	50	manhattan	0.3	2	0.2521412700813127
jain	50	manhattan	0.3	2	0.05735624008622087
threenorm	50	manhattan	0.3	2	0.09268634769719226
cure-t2-500n-5D-3S	50	manhattan	0.3	2	0.7166933076101609
3d-25c-no2	50	manhattan	0.3	2	0.06346067212709422
engytime	50	manhattan	0.3	2	0.0266698150689046
elly2_d3_c30	50	manhattan	0.3	2	0.35132991861593416
elly1_d4_c12	50	manhattan	0.3	2	0.23745680838832597
cure-t0-500n-5D-5S	50	manhattan	0.3	2	1.0
disk-5000n	50	manhattan	0.3	2	0.15217654868586297
d31	50	manhattan	0.3	2	0.6856596533595628
elly1_d4_c20	50	manhattan	0.3	2	0.4248044013301189
cure-t2-500n-3D-4S	50	manhattan	0.3	2	0.8436972315310453
elly1_d3_c17	50	manhattan	0.3	2	0.08664555547386905
2d-7c-no0	50	manhattan	0.3	2	0.4752805253590748
cure-t1-500n-4D-1S	50	manhattan	0.3	2	0.7774329774770029
cure-t1-500n-4D-4S	50	manhattan	0.3	2	0.7861222747088271
cure-t1-500n-4D-6S	50	manhattan	0.3	2	0.7705450517500325
elly2_d3_c25	50	manhattan	0.3	2	0.34740132837673404
rings	50	manhattan	0.3	2	0.3620030578338145
sizes4	50	manhattan	0.3	2	0.21875834675643221
blobs	50	manhattan	0.3	2	0.4802586605026753
3d-10c-no1	50	manhattan	0.3	2	0.059791678732553866
elly2_d2_c40	50	manhattan	0.3	2	0.014497066192695873
elly0_d4_c10	50	manhattan	0.3	2	0.3575425760087528
2d-4c-no9	50	manhattan	0.3	2	0.39954595777916674
2d-25c-no0	50	manhattan	0.3	2	0.702984271887782
cure-t0-500n-5D-6S	50	manhattan	0.3	2	1.0
3d-40c-no0	50	manhattan	0.3	2	0.10772318362889112
cure-t2-500n-4D-7S	50	manhattan	0.3	2	0.7707892500049883
cure-t0-500n-4D-5S	50	manhattan	0.3	2	1.0
elly1_d3_c10	50	manhattan	0.3	2	0.07688595409870355
elly2_d4_c7	50	manhattan	0.3	2	0.04172002531882414
cure-t2-500n-4D-1S	50	manhattan	0.3	2	0.7798245445335638
hepta	50	manhattan	0.3	2	0.454595825602852
3d-20c-no2	50	manhattan	0.3	2	0.052503962792905236
elly1_d2_c35	50	manhattan	0.3	2	0.005287531785054293
cure-t2-4k	50	manhattan	0.3	2	0.5812759976212708
elly1_d4_c10	50	manhattan	0.3	2	0.3654609448552231
2d-4c	50	manhattan	0.3	2	0.5293842787061247
elly1_d3_c5	50	manhattan	0.3	2	0.12334779400273023
elly1_d4_c7	50	manhattan	0.3	2	0.3406018854193855
2d-10c	50	manhattan	0.3	2	0.55985710244535
cure-t0-500n-3D-5S	50	manhattan	0.3	2	1.0
cure-t1-500n-3D-7S	50	manhattan	0.3	2	0.9517043269464254
spiral	50	manhattan	0.3	2	1.0
cure-t0-500n-4D-3S	50	manhattan	0.3	2	1.0
4d-15c-no1	50	manhattan	0.3	2	0.006381454037215233
cure-t1-500n-5D-7S	50	manhattan	0.3	2	0.7261117352843522
cure-t1-500n-4D-2S	50	manhattan	0.3	2	0.782983821411549
ds577	50	manhattan	0.3	2	0.8137696017921302
spiralsquare	50	manhattan	0.3	2	0.7345515066222431
elly1_d4_c15	50	manhattan	0.3	2	0.19985131065218725
elly0_d2_c15	50	manhattan	0.3	2	0.0017286418369154293
2d-12c-no1	50	manhattan	0.3	2	0.5846118953572674
4d-40c-no0	50	manhattan	0.3	2	0.001653759218278897
xor	50	manhattan	0.3	2	0.08439610950440987
cure-t2-500n-5D-6S	50	manhattan	0.3	2	0.7305601911722936
cure-t1-500n-5D-1S	50	manhattan	0.3	2	0.7692161047424535
3d-20c-no0	50	manhattan	0.3	2	0.0479203541452249
elly2_d3_c17	50	manhattan	0.3	2	0.09857428785354239
cure-t2-500n-3D-2S	50	manhattan	0.3	2	0.9038894313321386
cure-t1-500n-4D-7S	50	manhattan	0.3	2	0.7720818251984556
2dnormals	50	manhattan	0.3	2	0.06184900579144604
elly2_d2_c30	50	manhattan	0.3	2	0.034973681111662956
elly2_d4_c17	50	manhattan	0.3	2	0.18572542700537553
elly1_d2_c30	50	manhattan	0.3	2	0.07437380594982995
cure-t0-500n-2D-1S	50	manhattan	0.3	2	1.0
aggregation	50	manhattan	0.3	2	0.04614990955950999
elly1_d3_c15	50	manhattan	0.3	2	0.043183900052785926
disk-4600n	50	manhattan	0.3	2	0.09763524790630772
elly1_d2_c15	50	manhattan	0.3	2	0.0008006400717452193
2d-40c-no2	50	manhattan	0.3	2	0.8099267827509891
cure-t2-500n-3D-1S	50	manhattan	0.3	2	0.8370795930982983
2d-12c-no2	50	manhattan	0.3	2	0.5299179704049845
cure-t0-500n-5D-1S	50	manhattan	0.3	2	1.0
elly0_d2_c17	50	manhattan	0.3	2	0.0015662866411951738
2d-20c-no0	50	manhattan	0.3	2	0.6751730428837498
cure-t1-500n-2D-1S	50	manhattan	0.3	2	0.9029696147297868
elly1_d3_c20	50	manhattan	0.3	2	0.3315009566629836
elly2_d4_c35	50	manhattan	0.3	2	0.5285639361021338
cure-t2-500n-3D-7S	50	manhattan	0.3	2	0.8507712759346123
3d-40c-no2	50	manhattan	0.3	2	0.12297238514997683
st900	50	manhattan	0.3	2	0.6160005981653182
elly2_d2_c20	50	manhattan	0.3	2	0.10197807631571205
cure-t0-500n-5D-2S	50	manhattan	0.3	2	1.0
elly1_d2_c7	50	manhattan	0.3	2	0.0040221803923069285
elly2_d3_c15	50	manhattan	0.3	2	0.11078880052319079
elly1_d4_c17	50	manhattan	0.3	2	0.12143213895041953
elly0_d3_c7	50	manhattan	0.3	2	0.04168934745531102
disk-t0-500n-1s	50	manhattan	0.3	2	0.19700833153727834
elly0_d3_c20	50	manhattan	0.3	2	0.3466857894779629
2d-2c-no1	50	manhattan	0.3	2	0.29458373285996703
pathbased	50	manhattan	0.3	2	0.150006212428895
elly1_d4_c30	50	manhattan	0.3	2	0.41896781501946584
2d-15c-no1	50	manhattan	0.3	2	0.5961909994614983
cure-t0-500n-3D-2S	50	manhattan	0.3	2	1.0
3d-30c-no0	50	manhattan	0.3	2	0.0886064401158309
elly0_d2_c40	50	manhattan	0.3	2	0.0357413194536274
spherical_4_3	50	manhattan	0.3	2	0.053145649245785305
