dataset	n_clusters	init	max_iter	n_init	algorithm	nmi
square3	20	random	300	10	auto	0.5498882480101797
square4	20	random	300	10	auto	0.49839326804937345
square5	20	random	300	10	auto	0.4446587441597319
st900	20	random	300	10	auto	0.734342364788296
tae	20	random	300	10	auto	0.134291485399712
target	20	random	300	10	auto	0.4139650117550183
tetra	20	random	300	10	auto	0.6305681462813231
threenorm	20	random	300	10	auto	0.2374251326349103
thy	20	random	300	10	auto	0.3759520481950568
triangle1	20	random	300	10	auto	0.6453821063823921
triangle2	20	random	300	10	auto	0.6009617671999135
twenty	20	random	300	10	auto	0.9825720903583716
twodiamonds	20	random	300	10	auto	0.37831959666900417
wingnut	20	random	300	10	auto	0.3789010046713217
xclara	20	random	300	10	auto	0.5358893968644246
xor	20	random	300	10	auto	0.3781115427693049
zelnik1	20	random	300	10	auto	0.5327815034412551
zelnik2	20	random	300	10	auto	0.5622062135640269
zelnik3	20	random	300	10	auto	0.5400647459198745
zelnik4	20	random	300	10	auto	0.6364638223336927
zelnik5	20	random	300	10	auto	0.6372092730879803
zelnik6	20	random	300	10	auto	0.5350308898066145
zoo	20	random	300	10	auto	0.7027082206604239
2d-10c	21	random	300	10	auto	0.8364745978387538
2d-20c-no0	21	random	300	10	auto	0.9624992334135279
2d-3c-no123	21	random	300	10	auto	0.4735678188881167
2d-4c-no4	21	random	300	10	auto	0.5523607985376677
2d-4c-no9	21	random	300	10	auto	0.5996496524741407
2d-4c	21	random	300	10	auto	0.5878338525699646
2dnormals	21	random	300	10	auto	0.2647288994064852
2sp2glob	21	random	300	10	auto	0.5166782733818444
3-spiral	21	random	300	10	auto	0.3509142374466866
3MC	21	random	300	10	auto	0.5274437705892413
aggregation	21	random	300	10	auto	0.7133550691411298
aml28	21	random	300	10	auto	0.5358450355275043
atom	21	random	300	10	auto	0.3857566010191236
balance-scale	21	random	300	10	auto	0.2040155350141334
banana	21	random	300	10	auto	0.37202177099228334
blobs	21	random	300	10	auto	0.5040781337926062
cassini	21	random	300	10	auto	0.5181892663024121
chainlink	21	random	300	10	auto	0.37265940021107435
circle	21	random	300	10	auto	0.22014042108569506
complex8	21	random	300	10	auto	0.6575429259362685
complex9	21	random	300	10	auto	0.6387211251055676
compound	21	random	300	10	auto	0.6488185058463954
cuboids	21	random	300	10	auto	0.6195548809931556
cure-t0-2000n-2D	21	random	300	10	auto	0.35028313898494123
cure-t1-2000n-2D	21	random	300	10	auto	0.6301092760288635
cure-t2-4k	21	random	300	10	auto	0.6678975777796247
curves1	21	random	300	10	auto	0.37126404755355097
curves2	21	random	300	10	auto	0.3713668737030449
d31	21	random	300	10	auto	0.8711323766757628
dartboard1	21	random	300	10	auto	0.4219809325450361
dartboard2	21	random	300	10	auto	0.4815310764248933
dense-disk-3000	21	random	300	10	auto	0.2794416363193273
dense-disk-5000	21	random	300	10	auto	0.28704272377284373
diamond9	21	random	300	10	auto	0.8157592141378658
disk-1000n	21	random	300	10	auto	0.21707684225967336
disk-3000n	21	random	300	10	auto	0.23157055719346772
disk-4000n	21	random	300	10	auto	0.20023756463679313
disk-4500n	21	random	300	10	auto	0.22985500152384014
disk-4600n	21	random	300	10	auto	0.10371492407930645
disk-5000n	21	random	300	10	auto	0.18544479625066673
donut1	21	random	300	10	auto	0.3971326526866706
donut2	21	random	300	10	auto	0.3454506504132929
donut3	21	random	300	10	auto	0.552951403292625
donutcurves	21	random	300	10	auto	0.635848870279813
dpb	21	random	300	10	auto	0.6223187246961301
dpc	21	random	300	10	auto	0.643076715429047
DS-577	21	random	300	10	auto	0.536396295584864
DS-850	21	random	300	10	auto	0.6861652512213803
ds2c2sc13	21	random	300	10	auto	0.8178314317610651
ds3c3sc6	21	random	300	10	auto	0.6069941863973041
ds4c2sc8	21	random	300	10	auto	0.7542306512651853
ds577	21	random	300	10	auto	0.5391476088719498
ds850	21	random	300	10	auto	0.6864952694004751
ecoli	21	random	300	10	auto	0.5164387824954249
elliptical_10_2	21	random	300	10	auto	0.8683945580284785
elly-2d10c13s	21	random	300	10	auto	0.5448608496776804
engytime	21	random	300	10	auto	0.31203816968741643
flame	21	random	300	10	auto	0.33567205732014566
fourty	21	random	300	10	auto	0.8914989275457302
gaussians1	21	random	300	10	auto	0.38311694120040757
glass	21	random	300	10	auto	0.4018271009556798
haberman	21	random	300	10	auto	0.044149407248345755
heart-statlog	21	random	300	10	auto	0.07141622394301991
hepta	21	random	300	10	auto	0.7999765086455466
hypercube	21	random	300	10	auto	0.8205059680209222
impossible	21	random	300	10	auto	0.6252592387438218
iono	21	random	300	10	auto	0.2343492264361429
iris	21	random	300	10	auto	0.5093016646950383
jain	21	random	300	10	auto	0.3240506369044042
long1	21	random	300	10	auto	0.37815398965142183
long2	21	random	300	10	auto	0.37137485388036334
long3	21	random	300	10	auto	0.3000716004282402
longsquare	21	random	300	10	auto	0.7355633305740693
lsun	21	random	300	10	auto	0.5200299906273954
pathbased	21	random	300	10	auto	0.5061597276329203
pmf	21	random	300	10	auto	0.5701849589433846
R15	21	random	300	10	auto	0.945563351757846
rings	21	random	300	10	auto	0.4499832272833316
shapes	21	random	300	10	auto	0.6384785177734827
simplex	21	random	300	10	auto	0.630680331413403
sizes1	21	random	300	10	auto	0.5804315380169446
sizes2	21	random	300	10	auto	0.5329636749926805
sizes3	21	random	300	10	auto	0.4848154196837747
sizes4	21	random	300	10	auto	0.4439307031987207
sizes5	21	random	300	10	auto	0.4194640442797688
smile1	21	random	300	10	auto	0.6516472089859338
smile2	21	random	300	10	auto	0.6148109032152875
smile3	21	random	300	10	auto	0.5755350243912972
sonar	21	random	300	10	auto	0.10311444362303958
spherical_4_3	21	random	300	10	auto	0.6355437506284118
spherical_5_2	21	random	300	10	auto	0.6402416217909669
spherical_6_2	21	random	300	10	auto	0.748907106116569
spiral	21	random	300	10	auto	0.1519092913696655
spiralsquare	21	random	300	10	auto	0.5031520413695193
square1	21	random	300	10	auto	0.5981520849890204
square2	21	random	300	10	auto	0.5781139060753702
square3	21	random	300	10	auto	0.5428773227241492
square4	21	random	300	10	auto	0.49101240849198985
square5	21	random	300	10	auto	0.4470415201196831
st900	21	random	300	10	auto	0.7313075198092727
tae	21	random	300	10	auto	0.14209515736726347
target	21	random	300	10	auto	0.4171555946321147
tetra	21	random	300	10	auto	0.6250957965307797
threenorm	21	random	300	10	auto	0.23741568728536241
thy	21	random	300	10	auto	0.3588722414533298
triangle1	21	random	300	10	auto	0.6335852455700538
triangle2	21	random	300	10	auto	0.5997034289079803
twenty	21	random	300	10	auto	0.9540422889362833
twodiamonds	21	random	300	10	auto	0.36985123352475596
wingnut	21	random	300	10	auto	0.37569987383717385
xclara	21	random	300	10	auto	0.5301513779989717
xor	21	random	300	10	auto	0.3859456542074892
zelnik1	21	random	300	10	auto	0.5248478054595666
zelnik2	21	random	300	10	auto	0.5807978820628142
zelnik3	21	random	300	10	auto	0.5261682044807763
zelnik4	21	random	300	10	auto	0.6255472169120321
zelnik5	21	random	300	10	auto	0.6349544856807982
zelnik6	21	random	300	10	auto	0.5553756980903087
zoo	21	random	300	10	auto	0.6767653256672197
2d-10c	22	random	300	10	auto	0.8147598644919073
2d-20c-no0	22	random	300	10	auto	0.9526388414727208
2d-3c-no123	22	random	300	10	auto	0.47212699122578095
2d-4c-no4	22	random	300	10	auto	0.5487093536804135
2d-4c-no9	22	random	300	10	auto	0.5916865585243067
2d-4c	22	random	300	10	auto	0.5897687262837772
2dnormals	22	random	300	10	auto	0.25869462973494967
2sp2glob	22	random	300	10	auto	0.5056738630747973
3-spiral	22	random	300	10	auto	0.3473366379295626
3MC	22	random	300	10	auto	0.5241499244086624
aggregation	22	random	300	10	auto	0.7057656293526928
aml28	22	random	300	10	auto	0.5186068936287035
atom	22	random	300	10	auto	0.41080443255883475
balance-scale	22	random	300	10	auto	0.19308713859346402
banana	22	random	300	10	auto	0.3681061333347364
blobs	22	random	300	10	auto	0.49283539520230346
cassini	22	random	300	10	auto	0.5046886432708589
chainlink	22	random	300	10	auto	0.36996599946297926
circle	22	random	300	10	auto	0.2199301980614742
complex8	22	random	300	10	auto	0.6437386052754406
complex9	22	random	300	10	auto	0.6396719909168539
compound	22	random	300	10	auto	0.6587983777770533
cuboids	22	random	300	10	auto	0.6178949068569164
cure-t0-2000n-2D	22	random	300	10	auto	0.3488965756015944
cure-t1-2000n-2D	22	random	300	10	auto	0.6356358696964975
cure-t2-4k	22	random	300	10	auto	0.6617169717308299
curves1	22	random	300	10	auto	0.3670280735681938
curves2	22	random	300	10	auto	0.3666518637011749
d31	22	random	300	10	auto	0.8776044768862926
dartboard1	22	random	300	10	auto	0.42117780154390094
dartboard2	22	random	300	10	auto	0.46962394396380414
dense-disk-3000	22	random	300	10	auto	0.2685537190968556
dense-disk-5000	22	random	300	10	auto	0.2736811011607136
diamond9	22	random	300	10	auto	0.8293670785867606
disk-1000n	22	random	300	10	auto	0.22912281931470269
disk-3000n	22	random	300	10	auto	0.23296600593968556
disk-4000n	22	random	300	10	auto	0.2027273960792115
disk-4500n	22	random	300	10	auto	0.22061119818364772
disk-4600n	22	random	300	10	auto	0.10547866710891028
disk-5000n	22	random	300	10	auto	0.18161789950295262
donut1	22	random	300	10	auto	0.3829060575970783
donut2	22	random	300	10	auto	0.3320766553803168
donut3	22	random	300	10	auto	0.5530133598502089
donutcurves	22	random	300	10	auto	0.6280396416321847
dpb	22	random	300	10	auto	0.6271444295418845
dpc	22	random	300	10	auto	0.6310205864432874
DS-577	22	random	300	10	auto	0.5326681708638806
DS-850	22	random	300	10	auto	0.6847173918080329
ds2c2sc13	22	random	300	10	auto	0.8207810038076981
ds3c3sc6	22	random	300	10	auto	0.5971815544709033
ds4c2sc8	22	random	300	10	auto	0.7251875888966057
ds577	22	random	300	10	auto	0.5307964146380225
ds850	22	random	300	10	auto	0.6844161152918757
ecoli	22	random	300	10	auto	0.5296259527529275
elliptical_10_2	22	random	300	10	auto	0.8580348819927914
elly-2d10c13s	22	random	300	10	auto	0.5422576185930389
engytime	22	random	300	10	auto	0.308766052897755
flame	22	random	300	10	auto	0.34615822598142015
fourty	22	random	300	10	auto	0.8909949231020946
gaussians1	22	random	300	10	auto	0.3760621312695567
glass	22	random	300	10	auto	0.4219570437571742
haberman	22	random	300	10	auto	0.054731733868030916
heart-statlog	22	random	300	10	auto	0.06065417912104897
hepta	22	random	300	10	auto	0.7839401766195447
hypercube	22	random	300	10	auto	0.8197979483131884
impossible	22	random	300	10	auto	0.6193843375756019
iono	22	random	300	10	auto	0.2172790892946175
iris	22	random	300	10	auto	0.5100894154491961
jain	22	random	300	10	auto	0.31991188586997116
long1	22	random	300	10	auto	0.3727795247752597
long2	22	random	300	10	auto	0.3679555152378043
long3	22	random	300	10	auto	0.28984206302659465
longsquare	22	random	300	10	auto	0.7382208820663689
lsun	22	random	300	10	auto	0.5110421922988998
pathbased	22	random	300	10	auto	0.510956585790281
pmf	22	random	300	10	auto	0.571161168395235
R15	22	random	300	10	auto	0.9437975051023443
rings	22	random	300	10	auto	0.44519714629773216
shapes	22	random	300	10	auto	0.6272424753090879
simplex	22	random	300	10	auto	0.6279961316299744
sizes1	22	random	300	10	auto	0.5765259879923351
sizes2	22	random	300	10	auto	0.5265029753917683
sizes3	22	random	300	10	auto	0.48002307165425323
sizes4	22	random	300	10	auto	0.4331010471402075
sizes5	22	random	300	10	auto	0.4038182688241575
smile1	22	random	300	10	auto	0.6463895590681354
smile2	22	random	300	10	auto	0.6098097611319637
smile3	22	random	300	10	auto	0.5569074774724648
sonar	22	random	300	10	auto	0.14688179888848943
spherical_4_3	22	random	300	10	auto	0.6224199492689495
spherical_5_2	22	random	300	10	auto	0.6760885811532946
spherical_6_2	22	random	300	10	auto	0.7439672255763276
spiral	22	random	300	10	auto	0.17843338786475213
spiralsquare	22	random	300	10	auto	0.5078298790719654
square1	22	random	300	10	auto	0.5958198021350309
square2	22	random	300	10	auto	0.5748838710971755
square3	22	random	300	10	auto	0.5509453313290935
square4	22	random	300	10	auto	0.5108472508833795
square5	22	random	300	10	auto	0.45011414450937554
st900	22	random	300	10	auto	0.7254168514347877
tae	22	random	300	10	auto	0.1366838155126681
target	22	random	300	10	auto	0.42128810265009303
tetra	22	random	300	10	auto	0.6188713888186983
threenorm	22	random	300	10	auto	0.2336971757254106
thy	22	random	300	10	auto	0.36291577728084135
triangle1	22	random	300	10	auto	0.6361838622521826
triangle2	22	random	300	10	auto	0.5894211327267462
twenty	22	random	300	10	auto	0.9749191374753571
twodiamonds	22	random	300	10	auto	0.3691249263659458
wingnut	22	random	300	10	auto	0.37256784016453726
xclara	22	random	300	10	auto	0.5245267484623047
xor	22	random	300	10	auto	0.3715092443925994
zelnik1	22	random	300	10	auto	0.5298876082900261
zelnik2	22	random	300	10	auto	0.5758516725820038
zelnik3	22	random	300	10	auto	0.5293208588509408
zelnik4	22	random	300	10	auto	0.6220308507554518
zelnik5	22	random	300	10	auto	0.6253658537480259
zelnik6	22	random	300	10	auto	0.5203662731571621
zoo	22	random	300	10	auto	0.7168173506220542
2d-10c	23	random	300	10	auto	0.8134191392719256
2d-20c-no0	23	random	300	10	auto	0.9462743752226447
2d-3c-no123	23	random	300	10	auto	0.46596368292669493
2d-4c-no4	23	random	300	10	auto	0.5473040123877989
2d-4c-no9	23	random	300	10	auto	0.5967056571350462
2d-4c	23	random	300	10	auto	0.5858607613665407
2dnormals	23	random	300	10	auto	0.2600915385405437
2sp2glob	23	random	300	10	auto	0.5014594413090332
3-spiral	23	random	300	10	auto	0.3996140253176579
3MC	23	random	300	10	auto	0.5163055761667944
aggregation	23	random	300	10	auto	0.6998868901067109
aml28	23	random	300	10	auto	0.5163712141333267
atom	23	random	300	10	auto	0.37012590510974447
balance-scale	23	random	300	10	auto	0.19739788073820513
banana	23	random	300	10	auto	0.36444745087216873
blobs	23	random	300	10	auto	0.4886412690340956
cassini	23	random	300	10	auto	0.5051345436391796
chainlink	23	random	300	10	auto	0.36503307784479755
circle	23	random	300	10	auto	0.21699427769480092
complex8	23	random	300	10	auto	0.6396799002393165
complex9	23	random	300	10	auto	0.6752856700425918
compound	23	random	300	10	auto	0.62262550083239
cuboids	23	random	300	10	auto	0.6112038877364715
cure-t0-2000n-2D	23	random	300	10	auto	0.34230593548717786
cure-t1-2000n-2D	23	random	300	10	auto	0.6277295679151446
cure-t2-4k	23	random	300	10	auto	0.6595047204144069
curves1	23	random	300	10	auto	0.36244504623495793
curves2	23	random	300	10	auto	0.3632039452830367
d31	23	random	300	10	auto	0.8874991736575114
dartboard1	23	random	300	10	auto	0.4230551925801452
dartboard2	23	random	300	10	auto	0.4771382670843185
dense-disk-3000	23	random	300	10	auto	0.2615954771433289
dense-disk-5000	23	random	300	10	auto	0.2677171176603967
diamond9	23	random	300	10	auto	0.8216389012819567
disk-1000n	23	random	300	10	auto	0.2331397100567222
disk-3000n	23	random	300	10	auto	0.23379124472896093
disk-4000n	23	random	300	10	auto	0.2036537188202136
disk-4500n	23	random	300	10	auto	0.2166065976537313
disk-4600n	23	random	300	10	auto	0.09684848700791948
disk-5000n	23	random	300	10	auto	0.1793835517257221
donut1	23	random	300	10	auto	0.36665033593509333
donut2	23	random	300	10	auto	0.33477114045409906
donut3	23	random	300	10	auto	0.5313140976175328
donutcurves	23	random	300	10	auto	0.6224252361643227
dpb	23	random	300	10	auto	0.6192178402340436
dpc	23	random	300	10	auto	0.6308027520727887
DS-577	23	random	300	10	auto	0.5227080771874918
DS-850	23	random	300	10	auto	0.6736303219858
ds2c2sc13	23	random	300	10	auto	0.8069728238707512
ds3c3sc6	23	random	300	10	auto	0.613330272206624
ds4c2sc8	23	random	300	10	auto	0.7388033407358399
ds577	23	random	300	10	auto	0.531035891100561
ds850	23	random	300	10	auto	0.680836178593112
ecoli	23	random	300	10	auto	0.5297369333437285
elliptical_10_2	23	random	300	10	auto	0.8565946388877199
elly-2d10c13s	23	random	300	10	auto	0.5450627433985414
engytime	23	random	300	10	auto	0.3057060354040165
flame	23	random	300	10	auto	0.32111034227319396
fourty	23	random	300	10	auto	0.8918741886307457
gaussians1	23	random	300	10	auto	0.37405427434382404
glass	23	random	300	10	auto	0.4059619262699343
haberman	23	random	300	10	auto	0.04806162245977302
heart-statlog	23	random	300	10	auto	0.07832570233861112
hepta	23	random	300	10	auto	0.783040599431568
hypercube	23	random	300	10	auto	0.8029707378344764
impossible	23	random	300	10	auto	0.6104864821726752
iono	23	random	300	10	auto	0.2571721425654939
iris	23	random	300	10	auto	0.4993058857580565
jain	23	random	300	10	auto	0.3134123792921403
long1	23	random	300	10	auto	0.3714519799885465
long2	23	random	300	10	auto	0.3640876083416731
long3	23	random	300	10	auto	0.28097914388477313
longsquare	23	random	300	10	auto	0.7293932357477866
lsun	23	random	300	10	auto	0.5072987356885895
pathbased	23	random	300	10	auto	0.48963907601370155
pmf	23	random	300	10	auto	0.5534326374056646
R15	23	random	300	10	auto	0.9362757666919286
rings	23	random	300	10	auto	0.4387960599199608
shapes	23	random	300	10	auto	0.62315352382206
simplex	23	random	300	10	auto	0.6225444962829421
sizes1	23	random	300	10	auto	0.5759876452393601
sizes2	23	random	300	10	auto	0.520720271643501
sizes3	23	random	300	10	auto	0.466549242939352
sizes4	23	random	300	10	auto	0.4344727592717753
sizes5	23	random	300	10	auto	0.3916620999555431
smile1	23	random	300	10	auto	0.6291844887651015
smile2	23	random	300	10	auto	0.6113313162108542
smile3	23	random	300	10	auto	0.546399174645871
sonar	23	random	300	10	auto	0.148737738536938
spherical_4_3	23	random	300	10	auto	0.6202474907423375
spherical_5_2	23	random	300	10	auto	0.6263375982697554
spherical_6_2	23	random	300	10	auto	0.7339864399293663
spiral	23	random	300	10	auto	0.24007624037793773
spiralsquare	23	random	300	10	auto	0.519508175486442
square1	23	random	300	10	auto	0.5938304744229871
square2	23	random	300	10	auto	0.5685722786838836
square3	23	random	300	10	auto	0.5413087508929315
square4	23	random	300	10	auto	0.4920019741461107
square5	23	random	300	10	auto	0.43997053788158924
st900	23	random	300	10	auto	0.7256130694636713
tae	23	random	300	10	auto	0.1611161071852141
target	23	random	300	10	auto	0.4160516724110777
tetra	23	random	300	10	auto	0.6045512546739478
threenorm	23	random	300	10	auto	0.24256935733370952
thy	23	random	300	10	auto	0.3401550026096184
triangle1	23	random	300	10	auto	0.6228190050833695
triangle2	23	random	300	10	auto	0.5829135471087296
twenty	23	random	300	10	auto	0.9833952995772587
twodiamonds	23	random	300	10	auto	0.3601797252798425
wingnut	23	random	300	10	auto	0.3619116410301917
xclara	23	random	300	10	auto	0.5225172292229768
xor	23	random	300	10	auto	0.3703653216652132
zelnik1	23	random	300	10	auto	0.5092297595903943
zelnik2	23	random	300	10	auto	0.6080882827812111
zelnik3	23	random	300	10	auto	0.5253361411092342
zelnik4	23	random	300	10	auto	0.614419543206827
zelnik5	23	random	300	10	auto	0.625041475199827
zelnik6	23	random	300	10	auto	0.5216705900277037
zoo	23	random	300	10	auto	0.7132661769069709
2d-10c	24	random	300	10	auto	0.8341325561377854
2d-20c-no0	24	random	300	10	auto	0.9519813308168316
2d-3c-no123	24	random	300	10	auto	0.46789524116866626
2d-4c-no4	24	random	300	10	auto	0.5455029735202757
2d-4c-no9	24	random	300	10	auto	0.5932692288269528
2d-4c	24	random	300	10	auto	0.5887254125776183
2dnormals	24	random	300	10	auto	0.2610501871862432
2sp2glob	24	random	300	10	auto	0.4973912491472085
3-spiral	24	random	300	10	auto	0.3787378272448892
3MC	24	random	300	10	auto	0.5108096416354326
aggregation	24	random	300	10	auto	0.6945617118965274
aml28	24	random	300	10	auto	0.5155579322338499
atom	24	random	300	10	auto	0.36887712011734153
balance-scale	24	random	300	10	auto	0.20307547503140674
banana	24	random	300	10	auto	0.35921576979492803
blobs	24	random	300	10	auto	0.4818364358773246
cassini	24	random	300	10	auto	0.5011494357875685
chainlink	24	random	300	10	auto	0.3624982005585152
circle	24	random	300	10	auto	0.20852469021113526
complex8	24	random	300	10	auto	0.6460279880981361
complex9	24	random	300	10	auto	0.6871514372035786
compound	24	random	300	10	auto	0.6385379440711975
cuboids	24	random	300	10	auto	0.603617650939207
cure-t0-2000n-2D	24	random	300	10	auto	0.34202852542499496
cure-t1-2000n-2D	24	random	300	10	auto	0.6180529405829003
cure-t2-4k	24	random	300	10	auto	0.6593473823452419
curves1	24	random	300	10	auto	0.35820624001212176
curves2	24	random	300	10	auto	0.3587201844031239
d31	24	random	300	10	auto	0.8945970704486174
dartboard1	24	random	300	10	auto	0.4337943359167691
dartboard2	24	random	300	10	auto	0.47712017418598507
dense-disk-3000	24	random	300	10	auto	0.25459012672451226
dense-disk-5000	24	random	300	10	auto	0.2743375379010223
diamond9	24	random	300	10	auto	0.8076498875315197
disk-1000n	24	random	300	10	auto	0.2276856012448124
disk-3000n	24	random	300	10	auto	0.2320886810499866
disk-4000n	24	random	300	10	auto	0.18783924465433674
disk-4500n	24	random	300	10	auto	0.20890516919428614
disk-4600n	24	random	300	10	auto	0.11372610459493203
disk-5000n	24	random	300	10	auto	0.18570019301176258
donut1	24	random	300	10	auto	0.36165709867799756
donut2	24	random	300	10	auto	0.3366777879190173
donut3	24	random	300	10	auto	0.527045300542129
donutcurves	24	random	300	10	auto	0.6184196897605848
dpb	24	random	300	10	auto	0.6117205339915797
dpc	24	random	300	10	auto	0.6218611312913582
DS-577	24	random	300	10	auto	0.5219138086549185
DS-850	24	random	300	10	auto	0.6710020147680035
ds2c2sc13	24	random	300	10	auto	0.8087552412432693
ds3c3sc6	24	random	300	10	auto	0.5811368160240851
ds4c2sc8	24	random	300	10	auto	0.7286876874804853
ds577	24	random	300	10	auto	0.5186495729693927
ds850	24	random	300	10	auto	0.6678283274605061
ecoli	24	random	300	10	auto	0.5146177600086814
elliptical_10_2	24	random	300	10	auto	0.8361557513227416
elly-2d10c13s	24	random	300	10	auto	0.5449525305264782
engytime	24	random	300	10	auto	0.30286404445546006
flame	24	random	300	10	auto	0.33074895152060496
fourty	24	random	300	10	auto	0.8955703103727318
gaussians1	24	random	300	10	auto	0.3711342387692398
glass	24	random	300	10	auto	0.4104523147773725
haberman	24	random	300	10	auto	0.0546822594969001
heart-statlog	24	random	300	10	auto	0.07855958151906559
hepta	24	random	300	10	auto	0.7774767922779583
hypercube	24	random	300	10	auto	0.8004065121536502
impossible	24	random	300	10	auto	0.6074866878894768
iono	24	random	300	10	auto	0.24094882152205524
iris	24	random	300	10	auto	0.5181402483398027
jain	24	random	300	10	auto	0.31356268838029044
long1	24	random	300	10	auto	0.36881284310274814
long2	24	random	300	10	auto	0.358421206428572
long3	24	random	300	10	auto	0.2799284321882164
longsquare	24	random	300	10	auto	0.7197744487906435
lsun	24	random	300	10	auto	0.5005266647733393
pathbased	24	random	300	10	auto	0.4864983303846211
pmf	24	random	300	10	auto	0.5510907862168789
R15	24	random	300	10	auto	0.9250745542312073
rings	24	random	300	10	auto	0.4393188184162976
shapes	24	random	300	10	auto	0.6177956343940398
simplex	24	random	300	10	auto	0.6148979872008261
sizes1	24	random	300	10	auto	0.5666552782737648
sizes2	24	random	300	10	auto	0.5326439523429257
sizes3	24	random	300	10	auto	0.46909458321164793
sizes4	24	random	300	10	auto	0.4277235445618336
sizes5	24	random	300	10	auto	0.3936219230246341
smile1	24	random	300	10	auto	0.6263281649279971
smile2	24	random	300	10	auto	0.5992604669587807
smile3	24	random	300	10	auto	0.5421059881562124
sonar	24	random	300	10	auto	0.18192998306317526
spherical_4_3	24	random	300	10	auto	0.6137063876904035
spherical_5_2	24	random	300	10	auto	0.64342658504187
spherical_6_2	24	random	300	10	auto	0.730054832773822
spiral	24	random	300	10	auto	0.20675326863769694
spiralsquare	24	random	300	10	auto	0.5226015434867709
square1	24	random	300	10	auto	0.5833760354558759
square2	24	random	300	10	auto	0.5613120901826018
square3	24	random	300	10	auto	0.5362094416558164
square4	24	random	300	10	auto	0.48753210324923224
square5	24	random	300	10	auto	0.43587242864463716
st900	24	random	300	10	auto	0.7150454550850165
tae	24	random	300	10	auto	0.1804809373410072
target	24	random	300	10	auto	0.424588357332407
tetra	24	random	300	10	auto	0.6102507129288817
threenorm	24	random	300	10	auto	0.23940187088712844
thy	24	random	300	10	auto	0.3675941301285772
triangle1	24	random	300	10	auto	0.6224511969520701
triangle2	24	random	300	10	auto	0.5766337228336021
twenty	24	random	300	10	auto	0.9775068992619838
twodiamonds	24	random	300	10	auto	0.3597621063705594
wingnut	24	random	300	10	auto	0.3600412158494084
xclara	24	random	300	10	auto	0.5135313806368228
xor	24	random	300	10	auto	0.3651857441640454
zelnik1	24	random	300	10	auto	0.5099742798583311
zelnik2	24	random	300	10	auto	0.5486660574222546
zelnik3	24	random	300	10	auto	0.517651494672186
zelnik4	24	random	300	10	auto	0.610420455147387
zelnik5	24	random	300	10	auto	0.6133824238216911
zelnik6	24	random	300	10	auto	0.5188282584800055
zoo	24	random	300	10	auto	0.6981615797577936
2d-10c	25	random	300	10	auto	0.8046972083948266
2d-20c-no0	25	random	300	10	auto	0.9500764140262734
2d-3c-no123	25	random	300	10	auto	0.4558831717216193
2d-4c-no4	25	random	300	10	auto	0.5455717451270261
2d-4c-no9	25	random	300	10	auto	0.5940731354303596
2d-4c	25	random	300	10	auto	0.5720049680009044
2dnormals	25	random	300	10	auto	0.2554723442469587
2sp2glob	25	random	300	10	auto	0.49699425310089324
3-spiral	25	random	300	10	auto	0.4237854525015054
3MC	25	random	300	10	auto	0.5085602738610145
aggregation	25	random	300	10	auto	0.6896997572074115
aml28	25	random	300	10	auto	0.5027648572514988
atom	25	random	300	10	auto	0.36586915209407295
balance-scale	25	random	300	10	auto	0.21462827241314444
banana	25	random	300	10	auto	0.35609677861354144
blobs	25	random	300	10	auto	0.48885554690291116
cassini	25	random	300	10	auto	0.49665403120081025
chainlink	25	random	300	10	auto	0.35817329703521783
circle	25	random	300	10	auto	0.22647278456249736
complex8	25	random	300	10	auto	0.67378000274244
complex9	25	random	300	10	auto	0.718417569711849
compound	25	random	300	10	auto	0.6414546565275047
cuboids	25	random	300	10	auto	0.5996087813544537
cure-t0-2000n-2D	25	random	300	10	auto	0.33236728339733296
cure-t1-2000n-2D	25	random	300	10	auto	0.6157868514305047
cure-t2-4k	25	random	300	10	auto	0.6533973157329609
curves1	25	random	300	10	auto	0.35473531766426286
curves2	25	random	300	10	auto	0.354723758811944
d31	25	random	300	10	auto	0.9143636109267358
dartboard1	25	random	300	10	auto	0.4523043691620244
dartboard2	25	random	300	10	auto	0.4410628046971449
dense-disk-3000	25	random	300	10	auto	0.2656519187914357
dense-disk-5000	25	random	300	10	auto	0.26662847217885244
diamond9	25	random	300	10	auto	0.7891180349766361
disk-1000n	25	random	300	10	auto	0.22277509776114554
disk-3000n	25	random	300	10	auto	0.22612218802772674
disk-4000n	25	random	300	10	auto	0.2063532106560529
disk-4500n	25	random	300	10	auto	0.22735029945851395
disk-4600n	25	random	300	10	auto	0.09608450429643428
disk-5000n	25	random	300	10	auto	0.1789234407205698
donut1	25	random	300	10	auto	0.363350901803623
donut2	25	random	300	10	auto	0.3321538931222366
donut3	25	random	300	10	auto	0.5191447486071495
donutcurves	25	random	300	10	auto	0.6113780797124246
dpb	25	random	300	10	auto	0.6138671279613185
dpc	25	random	300	10	auto	0.612503794470757
DS-577	25	random	300	10	auto	0.5164506705582068
DS-850	25	random	300	10	auto	0.6621955787165653
ds2c2sc13	25	random	300	10	auto	0.8497092199087807
ds3c3sc6	25	random	300	10	auto	0.5913653120112278
ds4c2sc8	25	random	300	10	auto	0.7245043592320161
ds577	25	random	300	10	auto	0.5132206889331729
ds850	25	random	300	10	auto	0.6663354339535907
ecoli	25	random	300	10	auto	0.49771312711220517
elliptical_10_2	25	random	300	10	auto	0.8421980637960654
